DOY CYCLE,FCST AHEAD,FCST TEMP,FCST RH,FCST SKYC,FCST WDIR,FCST WSPD,FCST WGST,FCST PPCT,FCST PRCP,FCST SNOW,WX TEMP,WX RH,WX WSPD,WX WGST,WX WDIR,WX UV,WX PRCP,WX RELP
-0.957716,0,-2.222,53.0,22.0,10.0,7.408,12.964,0.0,0.0,0.0,-2.077,50.153,0.067,0.214,32.0,0.0,0.0,1041.735
-0.957716,1,-2.778,53.0,19.0,20.0,7.408,12.964,0.0,0.0,0.0,-2.496,51.593,0.067,0.214,38.0,0.0,0.0,1042.409
-0.957716,2,-3.333,55.0,17.0,20.0,7.408,14.816,0.0,0.0,0.0,-3.199,53.169,0.055,0.122,39.0,0.0,0.0,1042.912
-0.957716,3,-3.889,57.0,19.0,30.0,7.408,14.816,0.0,0.0,0.0,-3.448,52.576,0.262,0.55,36.0,0.0,0.0,1043.561
-0.957716,4,-5.0,59.0,17.0,20.0,7.408,12.964,0.0,0.0,0.0,-4.25,55.847,0.103,0.275,37.0,0.0,0.0,1044.028
-0.957716,5,-5.556,59.0,25.0,20.0,7.408,12.964,0.0,0.0,0.0,-4.431,55.695,0.28,0.58,30.0,0.0,0.0,1043.885
-0.957716,6,-6.111,62.0,31.0,20.0,5.556,12.964,0.0,0.0,0.0,-5.104,57.39,0.018,0.061,19.0,0.0,0.0,1044.193
-0.957716,7,-6.111,62.0,33.0,20.0,7.408,14.816,0.0,0.0,0.0,-5.276,58.339,0.054,0.214,25.0,0.0,0.0,1044.813
-0.957716,8,-6.667,64.0,36.0,20.0,7.408,14.816,0.0,0.0,0.0,-5.633,59.797,0.091,0.275,32.0,0.0,0.0,1045.268
-0.957716,9,-6.667,62.0,29.0,30.0,7.408,14.816,0.0,0.0,0.0,-5.855,60.831,0.146,0.275,30.0,0.0,0.0,1045.527
-0.957716,10,-6.667,62.0,21.0,30.0,7.408,14.816,0.0,0.0,0.0,-5.808,60.983,0.396,0.794,34.0,0.0,0.0,1045.957
-0.957716,11,-6.667,62.0,14.0,30.0,9.26,14.816,0.0,0.0,0.0,-5.876,61.068,0.559,1.283,32.0,0.0,0.0,1046.555
-0.957716,12,-5.0,54.0,8.0,30.0,9.26,16.668,0.0,0.0,0.0,-6.134,61.966,0.621,1.161,32.0,0.0,0.0,1047.35
-0.957716,13,-3.333,50.0,3.0,30.0,9.26,16.668,0.0,0.0,0.0,-5.842,61.288,0.749,1.405,39.0,0.0,0.0,1047.65
-0.957716,14,-1.111,42.0,4.0,40.0,11.112,18.52,0.0,0.0,0.0,-3.137,52.034,0.756,1.344,36.0,0.458,0.0,1047.913
-0.957716,15,0.0,41.0,5.0,50.0,11.112,18.52,0.0,0.0,0.0,-0.122,42.322,1.359,2.388,42.0,1.186,0.0,1048.096
-0.957716,16,1.111,39.0,9.0,60.0,11.112,16.668,0.0,0.0,0.0,0.692,40.831,1.518,2.724,53.0,0.831,0.0,1047.8
-0.957716,17,1.667,40.0,12.0,60.0,9.26,16.668,0.0,0.0,0.0,1.18,41.305,1.524,2.48,37.0,1.373,0.0,1046.983
-0.957716,18,1.667,40.0,16.0,60.0,9.26,14.816,0.0,0.0,0.0,1.637,41.983,1.353,2.413,40.0,0.847,0.0,1046.023
-0.957716,19,1.667,41.0,19.0,60.0,9.26,12.964,0.0,0.0,0.0,1.91,42.593,1.196,1.894,144.0,0.22,0.0,1045.67
-0.957716,20,1.667,41.0,22.0,60.0,7.408,11.112,0.0,0.0,0.0,1.977,42.966,0.772,1.497,32.0,0.0,0.0,1045.493
-0.957716,21,0.0,47.0,24.0,60.0,9.26,12.964,0.0,0.0,0.0,1.408,44.678,0.408,0.733,35.0,0.0,0.0,1045.547
-0.957716,22,-0.556,51.0,25.0,60.0,9.26,16.668,0.0,0.0,0.0,-0.096,50.034,0.073,0.153,34.0,0.0,0.0,1045.538
-0.957716,23,-1.111,55.0,27.0,60.0,11.112,18.52,0.0,0.0,0.0,-1.515,57.254,0.006,0.031,27.0,0.0,0.0,1045.807
-0.957716,24,-1.667,58.0,23.0,60.0,9.26,16.668,0.0,0.0,0.0,-2.053,56.051,0.006,0.031,19.0,0.0,0.0,1045.939
-0.957716,25,-2.222,60.0,24.0,60.0,9.26,16.668,0.0,0.0,0.0,-2.291,55.102,0.0,0.0,20.0,0.0,0.0,1045.777
-0.957716,26,-2.778,63.0,20.0,60.0,7.408,16.668,0.0,0.0,0.0,-2.613,56.39,0.0,0.0,36.0,0.0,0.0,1045.862
-0.957716,27,-2.778,63.0,19.0,50.0,7.408,16.668,0.0,0.0,0.0,-3.282,63.593,0.0,0.0,38.0,0.0,0.0,1045.89
-0.957716,28,-3.333,65.0,24.0,50.0,7.408,16.668,0.0,0.0,0.0,-3.939,69.068,0.0,0.0,38.0,0.0,0.0,1045.707
-0.957716,29,-3.889,68.0,30.0,50.0,7.408,14.816,1.0,0.0,0.0,-4.379,71.657,0.0,0.0,38.0,0.0,0.0,1045.172
-0.957716,30,-3.889,68.0,35.0,40.0,7.408,14.816,1.0,0.0,0.0,,,,,,,,
-0.957716,31,-4.444,71.0,39.0,40.0,7.408,14.816,1.0,0.0,0.0,,,,,,,,
-0.957716,32,-4.444,74.0,43.0,30.0,9.26,14.816,1.0,0.0,0.0,,,,,,,,
-0.957716,33,-4.444,74.0,52.0,40.0,9.26,14.816,1.0,0.0,0.0,,,,,,,,
-0.957716,34,-4.444,74.0,61.0,40.0,9.26,16.668,1.0,0.0,0.0,,,,,,,,
-0.957716,35,-3.889,74.0,70.0,40.0,9.26,16.668,2.0,0.0,0.0,,,,,,,,
-0.957716,36,-2.778,71.0,73.0,50.0,9.26,16.668,2.0,0.0,0.0,,,,,,,,
-0.957716,37,-1.111,69.0,76.0,50.0,9.26,14.816,2.0,0.0,0.0,,,,,,,,
-0.957716,38,0.0,66.0,79.0,60.0,9.26,14.816,2.0,0.0,0.0,,,,,,,,
-0.957716,39,1.667,64.0,81.0,60.0,9.26,14.816,2.0,0.0,0.0,,,,,,,,
-0.957716,40,2.778,64.0,84.0,70.0,9.26,14.816,2.0,0.0,0.0,,,,,,,,
-0.957716,41,3.333,64.0,86.0,70.0,9.26,14.816,14.0,0.0,0.0,,,,,,,,
-0.957716,42,3.889,64.0,89.0,70.0,9.26,14.816,14.0,0.0,0.0,,,,,,,,
-0.957716,43,3.889,64.0,91.0,70.0,9.26,12.964,14.0,0.0,0.0,,,,,,,,
-0.957716,44,4.444,64.0,91.0,70.0,9.26,12.964,14.0,0.0,0.0,,,,,,,,
-0.957716,45,3.889,67.0,89.0,70.0,9.26,12.964,14.0,0.0,0.0,,,,,,,,
-0.957716,46,3.333,67.0,88.0,80.0,7.408,11.112,14.0,0.0,0.0,,,,,,,,
-0.957716,47,2.778,72.0,86.0,80.0,7.408,11.112,38.0,0.127,0.0,,,,,,,,
-0.958331,0,-3.889,55.0,19.0,30.0,7.408,14.816,0.0,0.0,0.0,-3.448,52.576,0.262,0.55,36.0,0.0,0.0,1043.561
-0.958331,1,-4.444,57.0,17.0,20.0,7.408,12.964,0.0,0.0,0.0,-4.25,55.847,0.103,0.275,37.0,0.0,0.0,1044.028
-0.958331,2,-5.556,59.0,25.0,20.0,7.408,12.964,0.0,0.0,0.0,-4.431,55.695,0.28,0.58,30.0,0.0,0.0,1043.885
-0.958331,3,-6.111,62.0,31.0,20.0,5.556,12.964,0.0,0.0,0.0,-5.104,57.39,0.018,0.061,19.0,0.0,0.0,1044.193
-0.958331,4,-6.111,62.0,33.0,20.0,7.408,14.816,0.0,0.0,0.0,-5.276,58.339,0.054,0.214,25.0,0.0,0.0,1044.813
-0.958331,5,-6.667,64.0,36.0,20.0,7.408,14.816,0.0,0.0,0.0,-5.633,59.797,0.091,0.275,32.0,0.0,0.0,1045.268
