DOY CYCLE,FCST AHEAD,FCST TEMP,FCST RH,FCST SKYC,FCST WDIR,FCST WSPD,FCST WGST,FCST PPCT,FCST PRCP,FCST SNOW,WX TEMP,WX RH,WX WSPD,WX WGST,WX WDIR,WX UV,WX PRCP,WX RELP
-0.985301,0,-2.222,52.0,10.0,310.0,27.78,44.448,0.0,0.0,0.0,,,,,,,,
-0.985301,1,-2.778,53.0,6.0,310.0,27.78,44.448,0.0,0.0,0.0,,,,,,,,
-0.985301,2,-3.333,52.0,2.0,310.0,27.78,44.448,0.0,0.0,0.0,,,,,,,,
-0.985301,3,-3.889,55.0,2.0,320.0,27.78,44.448,0.0,0.0,0.0,,,,,,,,
-0.985301,4,-3.889,52.0,3.0,310.0,25.928,42.596,0.0,0.0,0.0,,,,,,,,
-0.985301,5,-4.444,54.0,3.0,310.0,25.928,40.744,0.0,0.0,0.0,,,,,,,,
-0.985301,6,-5.0,54.0,4.0,320.0,25.928,40.744,0.0,0.0,0.0,,,,,,,,
-0.985301,7,-5.0,54.0,4.0,320.0,24.076,38.892,0.0,0.0,0.0,,,,,,,,
-0.985301,8,-5.0,54.0,6.0,330.0,24.076,38.892,0.0,0.0,0.0,,,,,,,,
-0.985301,9,-5.556,57.0,8.0,310.0,22.224,37.04,0.0,0.0,0.0,,,,,,,,
-0.985301,10,-5.556,57.0,8.0,310.0,20.372,33.336,0.0,0.0,0.0,,,,,,,,
-0.985301,11,-5.556,57.0,15.0,310.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.985301,12,-5.0,57.0,23.0,300.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.985301,13,-3.889,55.0,19.0,310.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.985301,14,-2.778,50.0,22.0,320.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.985301,15,-1.667,46.0,23.0,320.0,18.52,29.632,0.0,0.0,0.0,,,,,,,,
-0.985301,16,-0.556,45.0,30.0,310.0,16.668,27.78,0.0,0.0,0.0,,,,,,,,
-0.985301,17,0.556,41.0,32.0,310.0,16.668,25.928,0.0,0.0,0.0,,,,,,,,
-0.985301,18,1.111,39.0,44.0,300.0,14.816,24.076,0.0,0.0,0.0,,,,,,,,
-0.985301,19,1.111,39.0,46.0,300.0,12.964,22.224,0.0,0.0,0.0,,,,,,,,
-0.985301,20,1.111,39.0,52.0,290.0,11.112,20.372,0.0,0.0,0.0,,,,,,,,
-0.985301,21,0.556,41.0,62.0,280.0,9.26,16.668,0.0,0.0,0.0,,,,,,,,
-0.985301,22,-0.556,47.0,71.0,280.0,9.26,12.964,0.0,0.0,0.0,,,,,,,,
-0.985301,23,-1.111,53.0,84.0,270.0,7.408,11.112,14.0,0.0,0.0,,,,,,,,
-0.985301,24,-1.111,53.0,86.0,260.0,7.408,9.26,14.0,0.0,0.0,,,,,,,,
-0.985301,25,-1.667,58.0,89.0,250.0,5.556,7.408,14.0,0.0,0.0,,,,,,,,
-0.985301,26,-1.667,60.0,91.0,250.0,5.556,9.26,23.0,0.0,0.0,,,,,,,,
-0.985301,27,-1.667,60.0,92.0,240.0,5.556,9.26,23.0,0.0,0.0,,,,,,,,
-0.985301,28,-1.667,63.0,93.0,240.0,5.556,9.26,23.0,0.0,0.0,,,,,,,,
-0.985301,29,-2.222,68.0,94.0,230.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.985301,30,-2.222,71.0,95.0,220.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.985301,31,-2.222,75.0,96.0,210.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.985301,32,-2.222,78.0,97.0,200.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.985301,33,-2.222,78.0,96.0,200.0,5.556,7.408,62.0,0.127,2.117,,,,,,,,
-0.985301,34,-2.778,85.0,94.0,210.0,5.556,7.408,62.0,0.127,2.117,,,,,,,,
-0.985301,35,-2.778,85.0,93.0,230.0,5.556,7.408,19.0,0.0,0.423,,,,,,,,
-0.985301,36,-2.222,85.0,82.0,250.0,3.704,9.26,19.0,0.0,0.423,,,,,,,,
-0.985301,37,-1.667,81.0,72.0,280.0,5.556,12.964,19.0,0.0,0.423,,,,,,,,
-0.985301,38,-1.111,81.0,62.0,300.0,7.408,16.668,14.0,0.0,0.423,,,,,,,,
-0.985301,39,-0.556,78.0,61.0,300.0,11.112,22.224,14.0,0.0,0.423,,,,,,,,
-0.985301,40,0.556,72.0,60.0,310.0,14.816,27.78,14.0,0.0,0.423,,,,,,,,
-0.985301,41,1.111,69.0,58.0,310.0,16.668,31.484,5.0,0.0,0.0,,,,,,,,
-0.985301,42,1.111,66.0,57.0,310.0,18.52,33.336,5.0,0.0,0.0,,,,,,,,
-0.985301,43,1.111,66.0,56.0,310.0,18.52,33.336,5.0,0.0,0.0,,,,,,,,
-0.985301,44,1.111,64.0,55.0,310.0,16.668,31.484,5.0,0.0,0.0,,,,,,,,
-0.985301,45,0.556,63.0,44.0,310.0,16.668,27.78,5.0,0.0,0.0,,,,,,,,
-0.985301,46,0.0,66.0,33.0,300.0,14.816,25.928,5.0,0.0,0.0,,,,,,,,
-0.985301,47,-0.556,69.0,22.0,300.0,14.816,24.076,0.0,0.0,0.0,,,,,,,,
-0.984932,0,-3.333,55.0,2.0,310.0,24.076,44.448,0.0,0.0,0.0,,,,,,,,
-0.984932,1,-3.889,55.0,3.0,310.0,25.928,42.596,0.0,0.0,0.0,,,,,,,,
-0.984932,2,-4.444,54.0,3.0,310.0,25.928,40.744,0.0,0.0,0.0,,,,,,,,
-0.984932,3,-5.0,54.0,4.0,320.0,25.928,40.744,0.0,0.0,0.0,,,,,,,,
-0.984932,4,-5.0,54.0,4.0,320.0,24.076,38.892,0.0,0.0,0.0,,,,,,,,
-0.984932,5,-5.0,54.0,6.0,330.0,24.076,38.892,0.0,0.0,0.0,,,,,,,,
-0.984932,6,-5.556,57.0,8.0,310.0,22.224,37.04,0.0,0.0,0.0,,,,,,,,
-0.984932,7,-5.556,57.0,8.0,310.0,20.372,33.336,0.0,0.0,0.0,,,,,,,,
-0.984932,8,-5.556,57.0,15.0,310.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.984932,9,-5.0,57.0,23.0,300.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.984932,10,-3.889,55.0,19.0,310.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.984932,11,-2.778,50.0,22.0,320.0,18.52,31.484,0.0,0.0,0.0,,,,,,,,
-0.984932,12,-1.667,46.0,23.0,320.0,18.52,29.632,0.0,0.0,0.0,,,,,,,,
-0.984932,13,-0.556,45.0,30.0,310.0,16.668,27.78,0.0,0.0,0.0,,,,,,,,
-0.984932,14,0.556,41.0,32.0,310.0,16.668,25.928,0.0,0.0,0.0,,,,,,,,
-0.984932,15,1.111,39.0,44.0,300.0,14.816,24.076,0.0,0.0,0.0,,,,,,,,
-0.984932,16,1.111,39.0,46.0,300.0,12.964,22.224,0.0,0.0,0.0,,,,,,,,
-0.984932,17,1.111,39.0,52.0,290.0,11.112,20.372,0.0,0.0,0.0,,,,,,,,
-0.984932,18,0.556,41.0,62.0,280.0,9.26,16.668,0.0,0.0,0.0,,,,,,,,
-0.984932,19,-0.556,47.0,71.0,280.0,9.26,12.964,0.0,0.0,0.0,,,,,,,,
-0.984932,20,-1.111,53.0,84.0,270.0,7.408,11.112,14.0,0.0,0.0,,,,,,,,
-0.984932,21,-1.111,53.0,86.0,260.0,7.408,9.26,14.0,0.0,0.0,,,,,,,,
-0.984932,22,-1.667,58.0,89.0,250.0,5.556,7.408,14.0,0.0,0.0,,,,,,,,
-0.984932,23,-1.667,60.0,91.0,250.0,5.556,9.26,23.0,0.0,0.0,,,,,,,,
-0.984932,24,-1.667,60.0,92.0,240.0,5.556,9.26,23.0,0.0,0.0,,,,,,,,
-0.984932,25,-1.667,63.0,93.0,240.0,5.556,9.26,23.0,0.0,0.0,,,,,,,,
-0.984932,26,-2.222,68.0,94.0,230.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.984932,27,-2.222,71.0,95.0,220.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.984932,28,-2.222,75.0,96.0,210.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.984932,29,-2.222,78.0,97.0,200.0,5.556,9.26,62.0,0.127,2.117,,,,,,,,
-0.984932,30,-2.222,78.0,96.0,200.0,5.556,7.408,62.0,0.127,2.117,,,,,,,,
-0.984932,31,-2.778,85.0,94.0,210.0,5.556,7.408,62.0,0.127,2.117,,,,,,,,
-0.984932,32,-2.778,85.0,93.0,230.0,5.556,7.408,19.0,0.0,0.423,,,,,,,,
-0.984932,33,-2.222,85.0,82.0,250.0,3.704,9.26,19.0,0.0,0.423,,,,,,,,
-0.984932,34,-1.667,81.0,72.0,280.0,5.556,12.964,19.0,0.0,0.423,,,,,,,,
-0.984932,35,-1.111,81.0,62.0,300.0,7.408,16.668,14.0,0.0,0.423,,,,,,,,
