DOY CYCLE,FCST AHEAD,FCST TEMP,FCST RH,FCST SKYC,FCST WDIR,FCST WSPD,FCST WGST,FCST PPCT,FCST PRCP,FCST SNOW,WX TEMP,WX RH,WX WSPD,WX WGST,WX WDIR,WX UV,WX PRCP,WX RELP
-0.916317,0,-1.111,55.0,39.0,280.0,11.112,24.076,0.0,0.0,0.0,-2.002,51.695,0.043,0.122,283.0,0.0,0.0,1019.772
-0.916317,1,-1.667,58.0,34.0,270.0,11.112,25.928,0.0,0.0,0.0,-1.78,56.458,0.23,0.642,226.0,0.0,0.0,1019.998
-0.916317,2,-1.667,58.0,25.0,280.0,12.964,25.928,0.0,0.0,0.0,-1.672,59.831,0.536,0.917,197.0,0.0,0.0,1019.732
-0.916317,3,-2.778,63.0,23.0,270.0,12.964,22.224,0.0,0.0,0.0,-1.434,57.169,1.285,2.077,227.0,0.0,0.0,1019.646
-0.916317,4,-2.778,63.0,26.0,270.0,12.964,24.076,0.0,0.0,0.0,-1.831,55.983,1.413,2.108,222.0,0.0,0.0,1019.848
-0.916317,5,-2.778,63.0,36.0,270.0,12.964,24.076,0.0,0.0,0.0,-2.136,56.458,1.756,2.718,254.0,0.0,0.0,1020.008
-0.916317,6,-2.778,63.0,37.0,260.0,12.964,24.076,0.0,0.0,0.0,-1.767,54.932,2.917,4.11,258.0,0.0,0.0,1019.679
-0.916317,7,-2.778,63.0,39.0,260.0,14.816,25.928,1.0,0.0,0.0,-1.713,54.983,2.55,3.774,256.0,0.0,0.0,1019.55
-0.916317,8,-2.778,65.0,41.0,260.0,14.816,29.632,0.0,0.0,0.0,-1.722,55.034,2.373,3.543,246.0,0.0,0.0,1019.532
-0.916317,9,-2.778,63.0,30.0,270.0,14.816,27.78,0.0,0.0,0.0,-1.722,55.034,2.905,4.427,251.0,0.0,0.0,1019.388
-0.916317,10,-3.333,65.0,18.0,270.0,14.816,25.928,0.0,0.0,0.0,-1.705,55.881,2.122,3.409,222.0,0.0,0.0,1019.555
-0.916317,11,-2.778,63.0,11.0,270.0,14.816,25.928,0.0,0.0,0.0,-1.553,56.525,1.659,2.627,192.0,0.0,0.0,1019.818
-0.916317,12,-2.222,63.0,6.0,270.0,16.668,27.78,0.0,0.0,0.0,-1.368,56.864,1.394,2.261,181.0,0.0,0.0,1019.884
-0.916317,13,-0.556,53.0,7.0,280.0,16.668,31.484,0.0,0.0,0.0,-0.938,55.898,1.841,2.78,218.0,0.0,0.0,1019.891
-0.916317,14,0.556,49.0,10.0,280.0,18.52,31.484,0.0,0.0,0.0,0.039,52.831,3.636,5.244,242.0,0.254,0.0,1020.097
-0.916317,15,1.667,47.0,19.0,280.0,18.52,31.484,0.0,0.0,0.0,1.3,48.22,4.797,7.019,257.0,1.0,0.0,1020.089
-0.916317,16,2.222,45.0,19.0,280.0,18.52,31.484,1.0,0.0,0.0,2.196,46.0,6.829,9.726,249.0,1.0,0.0,1019.796
-0.916317,17,2.778,44.0,28.0,270.0,18.52,31.484,6.0,0.0,0.0,2.482,45.627,4.638,6.665,246.0,1.0,0.0,1019.076
-0.916317,18,3.333,42.0,29.0,270.0,16.668,29.632,6.0,0.0,0.0,2.754,45.288,5.999,8.439,264.0,0.898,0.0,1018.671
-0.916317,19,3.333,44.0,43.0,270.0,14.816,27.78,6.0,0.0,0.0,2.815,46.051,4.472,6.592,258.0,0.746,0.0,1018.055
-0.916317,20,2.778,46.0,57.0,260.0,14.816,25.928,0.0,0.0,0.0,2.634,47.847,3.558,5.3,248.0,0.0,0.0,1017.552
-0.916317,21,2.778,46.0,59.0,250.0,12.964,22.224,0.0,0.0,0.0,2.504,49.034,2.013,3.152,258.0,0.0,0.0,1017.316
-0.916317,22,1.667,49.0,70.0,240.0,11.112,20.372,0.0,0.0,0.0,2.257,49.424,0.731,1.283,255.0,0.0,0.0,1016.679
-0.916317,23,1.111,54.0,63.0,230.0,7.408,12.964,4.0,0.0,0.0,2.07,50.712,0.347,0.703,184.0,0.0,0.0,1016.637
-0.916317,24,1.111,56.0,67.0,230.0,7.408,12.964,4.0,0.0,0.0,1.692,52.254,0.194,0.428,169.0,0.0,0.0,1016.429
-0.916317,25,0.556,58.0,71.0,220.0,9.26,16.668,4.0,0.0,0.0,1.59,54.475,0.085,0.214,130.0,0.0,0.0,1015.911
-0.916317,26,0.556,61.0,74.0,210.0,9.26,16.668,4.0,0.0,0.0,1.362,56.644,0.304,0.642,144.0,0.0,0.0,1015.128
