DOY CYCLE,FCST AHEAD,FCST TEMP,FCST RH,FCST SKYC,FCST WDIR,FCST WSPD,FCST WGST,FCST PPCT,FCST PRCP,FCST SNOW,WX TEMP,WX RH,WX WSPD,WX WGST,WX WDIR,WX UV,WX PRCP,WX RELP
-0.831668,0,14.444,64.0,32.0,300.0,24.076,44.448,2.0,0.0,0.0,13.922,74.525,5.546,7.995,270.0,1.508,0.0,1008.156
-0.831668,1,13.889,62.0,19.0,290.0,24.076,42.596,0.0,0.0,0.0,14.911,63.983,4.033,6.336,278.0,1.102,0.0,1008.177
-0.831668,2,12.778,59.0,9.0,300.0,22.224,40.744,0.0,0.0,0.0,15.645,50.492,6.163,8.823,251.0,0.373,0.0,1008.265
-0.831668,3,11.667,57.0,3.0,300.0,20.372,40.744,0.0,0.0,0.0,15.239,47.339,5.186,7.561,256.0,0.0,0.0,1008.907
-0.831668,4,10.556,59.0,3.0,300.0,18.52,29.632,0.0,0.0,0.0,14.391,44.847,3.661,5.305,275.0,0.0,0.0,1010.001
-0.831668,5,9.444,58.0,1.0,300.0,16.668,25.928,0.0,0.0,0.0,12.38,46.39,4.473,6.781,285.0,0.0,0.0,1011.489
-0.831668,6,8.333,60.0,2.0,290.0,14.816,25.928,0.0,0.0,0.0,11.048,49.881,4.18,6.233,266.0,0.0,0.0,1012.493
-0.831668,7,7.778,60.0,2.0,290.0,14.816,24.076,0.0,0.0,0.0,9.855,51.898,2.3,3.409,281.0,0.0,0.0,1013.444
-0.831668,8,6.667,65.0,3.0,290.0,14.816,22.224,0.0,0.0,0.0,8.658,55.203,1.152,1.93,299.0,0.0,0.0,1013.746
-0.831668,9,6.111,67.0,1.0,290.0,12.964,20.372,0.0,0.0,0.0,7.714,57.203,0.926,1.588,303.0,0.0,0.0,1013.722
-0.831668,10,5.0,70.0,2.0,280.0,11.112,20.372,0.0,0.0,0.0,7.087,57.61,1.255,2.107,295.0,0.0,0.0,1013.836
-0.831668,11,4.444,70.0,7.0,290.0,9.26,20.372,0.0,0.0,0.0,5.33,64.797,0.067,0.153,292.0,0.0,0.0,1014.046
-0.831668,12,3.889,73.0,13.0,290.0,9.26,18.52,0.0,0.0,0.0,3.154,75.966,0.0,0.0,295.0,0.0,0.0,1014.441
-0.831668,13,3.333,73.0,15.0,280.0,9.26,18.52,0.0,0.0,0.0,2.324,82.22,0.0,0.0,295.0,0.0,0.0,1014.467
-0.831668,14,2.778,75.0,20.0,270.0,9.26,18.52,0.0,0.0,0.0,1.881,85.102,0.0,0.0,296.0,0.0,0.0,1014.712
-0.831668,15,2.222,79.0,21.0,270.0,9.26,16.668,0.0,0.0,0.0,1.125,88.339,0.0,0.0,296.0,0.0,0.0,1014.784
-0.831668,16,1.667,78.0,20.0,270.0,9.26,14.816,0.0,0.0,0.0,0.622,90.085,0.0,0.0,296.0,0.0,0.0,1014.624
-0.831668,17,1.111,82.0,24.0,270.0,9.26,16.668,0.0,0.0,0.0,0.185,91.458,0.0,0.0,296.0,0.0,0.0,1014.958
-0.831668,18,1.667,78.0,23.0,260.0,9.26,16.668,0.0,0.0,0.0,2.43,76.0,0.055,0.153,294.0,0.0,0.0,1015.404
-0.831668,19,2.778,72.0,25.0,270.0,9.26,16.668,0.0,0.0,0.0,0.938,83.288,0.006,0.031,292.0,0.0,0.0,1015.677
-0.831668,20,5.0,65.0,29.0,280.0,9.26,22.224,0.0,0.0,0.0,4.732,63.797,1.481,2.505,283.0,0.0,0.0,1016.235
-0.831668,21,6.111,60.0,33.0,290.0,11.112,22.224,0.0,0.0,0.0,7.522,52.559,2.844,4.11,243.0,0.864,0.0,1016.457
-0.831668,22,8.333,53.0,37.0,280.0,11.112,24.076,0.0,0.0,0.0,9.19,45.814,3.93,5.611,257.0,1.627,0.0,1016.651
-0.831668,23,9.444,50.0,41.0,280.0,11.112,22.224,0.0,0.0,0.0,9.548,44.915,3.722,5.531,273.0,1.271,0.0,1016.344
-0.831668,24,9.444,48.0,48.0,280.0,11.112,20.372,0.0,0.0,0.0,10.115,44.475,2.111,3.03,268.0,1.22,0.0,1015.423
-0.831668,25,10.0,46.0,56.0,270.0,9.26,16.668,0.0,0.0,0.0,10.494,43.729,1.823,2.81,249.0,1.0,0.0,1014.789
-0.831668,26,10.0,44.0,65.0,270.0,7.408,14.816,0.0,0.0,0.0,10.654,43.763,1.273,2.077,288.0,1.0,0.0,1014.192
-0.831668,27,10.0,46.0,72.0,260.0,7.408,11.112,0.0,0.0,0.0,10.742,43.915,0.987,1.68,251.0,0.169,0.0,1013.871
-0.831668,28,9.444,48.0,75.0,250.0,5.556,9.26,0.0,0.0,0.0,9.859,46.847,0.231,0.458,289.0,0.0,0.0,1013.941
-0.831668,29,8.333,51.0,72.0,230.0,5.556,7.408,0.0,0.0,0.0,7.713,56.898,0.0,0.0,276.0,0.0,0.0,1014.083
-0.831668,30,7.778,55.0,74.0,200.0,5.556,5.556,9.0,0.0,0.0,5.939,66.932,0.0,0.0,276.0,0.0,0.0,1013.798
-0.831668,31,7.222,58.0,77.0,190.0,3.704,5.556,9.0,0.0,0.0,5.227,70.814,0.0,0.0,276.0,0.0,0.0,1013.556
-0.831668,32,6.667,62.0,80.0,180.0,3.704,3.704,9.0,0.0,0.0,4.738,74.373,0.0,0.0,276.0,0.0,0.0,1013.191
-0.831668,33,6.667,65.0,84.0,160.0,3.704,3.704,13.0,0.0,0.0,5.074,75.186,0.0,0.0,276.0,0.0,0.0,1013.258
-0.831668,34,6.111,70.0,88.0,140.0,3.704,5.556,13.0,0.0,0.0,5.466,76.322,0.0,0.0,276.0,0.0,0.0,1012.865
-0.831668,35,5.556,76.0,93.0,130.0,3.704,7.408,13.0,0.0,0.0,5.758,75.678,0.006,0.031,278.0,0.0,0.0,1011.892
-0.831668,36,5.556,79.0,96.0,120.0,3.704,7.408,63.0,0.529,0.0,6.1,78.508,0.018,0.061,313.0,0.0,0.0,1011.268
-0.831668,37,5.0,82.0,97.0,110.0,5.556,9.26,63.0,0.529,0.0,5.757,89.169,0.0,0.0,340.0,0.0,0.0,1010.187
-0.831668,38,5.0,85.0,97.0,100.0,5.556,9.26,63.0,0.529,0.0,6.256,86.373,0.0,0.0,340.0,0.0,0.0,1009.159
-0.831668,39,5.0,89.0,97.0,80.0,7.408,11.112,78.0,0.529,0.0,6.796,79.458,0.182,0.428,357.0,0.0,0.0,1008.123
-0.831668,40,5.556,86.0,97.0,70.0,7.408,12.964,78.0,0.529,0.0,6.974,76.529,0.445,1.06,38.0,0.0,0.211,1007.067
-0.831668,41,5.556,89.0,98.0,60.0,9.26,16.668,78.0,0.529,0.0,,,,,,,,
-0.831668,42,6.667,89.0,98.0,70.0,11.112,20.372,92.0,0.741,0.0,,,,,,,,
-0.831668,43,7.222,89.0,98.0,70.0,12.964,22.224,92.0,0.741,0.0,6.053,95.852,1.679,2.67,50.0,0.0,2.754,1001.679
-0.831668,44,7.778,93.0,97.0,70.0,14.816,22.224,92.0,0.741,0.0,6.374,96.0,1.199,1.862,84.0,0.0,2.957,1000.813
-0.831668,45,8.889,89.0,96.0,70.0,12.964,22.224,86.0,0.741,0.0,,,,,,,,
-0.831668,46,8.889,93.0,94.0,40.0,12.964,22.224,86.0,0.741,0.0,,,,,,,,
-0.831668,47,8.889,96.0,92.0,340.0,12.964,20.372,86.0,0.741,0.0,,,,,,,,
-0.832065,0,13.889,62.0,19.0,290.0,24.076,42.596,0.0,0.0,0.0,14.911,63.983,4.033,6.336,278.0,1.102,0.0,1008.177
-0.832065,1,12.778,59.0,9.0,300.0,22.224,40.744,0.0,0.0,0.0,15.645,50.492,6.163,8.823,251.0,0.373,0.0,1008.265
-0.832065,2,11.667,57.0,3.0,300.0,20.372,40.744,0.0,0.0,0.0,15.239,47.339,5.186,7.561,256.0,0.0,0.0,1008.907
