DOY CYCLE,FCST AHEAD,FCST TEMP,FCST RH,FCST SKYC,FCST WDIR,FCST WSPD,FCST WGST,FCST PPCT,FCST PRCP,FCST SNOW,WX TEMP,WX RH,WX WSPD,WX WGST,WX WDIR,WX UV,WX PRCP,WX RELP
-0.935717,0,8.333,96.0,54.0,230.0,7.408,12.964,3.0,0.0,0.0,5.886,95.288,0.0,0.0,169.0,0.0,0.0,1014.255
-0.935717,1,8.333,96.0,67.0,220.0,5.556,11.112,3.0,0.0,0.0,5.008,96.0,0.0,0.0,169.0,0.0,0.0,1014.93
-0.935717,2,8.333,96.0,73.0,220.0,5.556,11.112,5.0,0.0,0.0,4.606,96.424,0.0,0.0,169.0,0.0,0.0,1015.323
-0.935717,3,8.333,96.0,70.0,220.0,5.556,9.26,4.0,0.0,0.0,4.976,97.0,0.0,0.0,169.0,0.0,0.0,1015.273
-0.935717,4,7.778,100.0,74.0,230.0,5.556,9.26,4.0,0.0,0.0,4.483,97.0,0.0,0.0,169.0,0.0,0.0,1015.385
-0.935717,5,7.778,96.0,79.0,210.0,5.556,9.26,4.0,0.0,0.0,4.18,97.0,0.006,0.031,118.0,0.0,0.0,1015.801
-0.935717,6,7.222,100.0,78.0,220.0,3.704,9.26,6.0,0.0,0.0,4.04,97.0,0.0,0.0,100.0,0.0,0.0,1016.017
-0.935717,7,7.222,100.0,79.0,210.0,3.704,7.408,6.0,0.0,0.0,4.886,97.39,0.0,0.0,98.0,0.0,0.0,1016.296
-0.935717,8,7.222,100.0,80.0,350.0,3.704,5.556,6.0,0.0,0.0,5.49,97.966,0.012,0.061,95.0,0.0,0.0,1016.556
-0.935717,9,7.222,96.0,80.0,80.0,3.704,5.556,8.0,0.0,0.0,6.35,98.0,0.0,0.0,87.0,0.0,0.0,1016.194
-0.935717,10,6.667,100.0,73.0,90.0,1.852,5.556,10.0,0.0,0.0,6.547,98.0,0.006,0.031,87.0,0.0,0.0,1016.355
-0.935717,11,7.222,96.0,74.0,100.0,3.704,7.408,11.0,0.0,0.0,6.858,98.0,0.025,0.061,60.0,0.0,0.0,1017.023
-0.935717,12,7.778,96.0,80.0,100.0,5.556,9.26,11.0,0.0,0.0,6.889,98.0,0.006,0.031,47.0,0.0,0.275,1017.603
-0.935717,13,8.333,93.0,83.0,100.0,5.556,11.112,11.0,0.0,0.0,7.011,98.0,0.012,0.061,67.0,0.0,0.031,1018.26
-0.935717,14,8.889,93.0,82.0,110.0,5.556,11.112,11.0,0.0,0.0,7.525,98.0,0.036,0.092,69.0,0.0,0.0,1018.747
-0.935717,15,10.0,89.0,81.0,120.0,7.408,12.964,17.0,0.0,0.0,8.454,98.0,0.298,0.519,98.0,0.186,0.0,1018.869
-0.935717,16,10.556,86.0,80.0,130.0,7.408,12.964,24.0,0.0,0.0,9.464,97.983,0.298,0.58,64.0,0.339,0.0,1018.176
-0.935717,17,11.667,83.0,75.0,130.0,9.26,14.816,30.0,0.085,0.0,9.679,96.407,0.176,0.55,62.0,0.017,0.0,1017.385
-0.935717,18,12.222,80.0,75.0,130.0,9.26,14.816,35.0,0.085,0.0,10.222,94.831,0.28,0.733,69.0,0.0,0.0,1016.742
-0.935717,19,12.222,80.0,79.0,130.0,9.26,14.816,40.0,0.085,0.0,10.894,92.508,0.401,0.825,54.0,0.0,0.0,1016.314
-0.935717,20,12.222,83.0,86.0,130.0,7.408,14.816,45.0,0.085,0.0,11.379,91.237,0.103,0.275,23.0,0.0,0.0,1015.859
-0.935717,21,11.667,86.0,90.0,130.0,7.408,14.816,54.0,0.085,0.0,11.266,91.644,0.17,0.397,38.0,0.0,0.0,1015.423
-0.935717,22,11.667,89.0,91.0,130.0,9.26,16.668,74.0,0.085,0.0,10.94,91.729,0.316,0.764,62.0,0.0,0.0,1015.474
-0.935717,23,10.556,96.0,100.0,140.0,9.26,12.964,100.0,1.058,0.0,11.5,89.169,1.414,2.554,121.0,0.0,0.0,1015.082
-0.935717,24,11.111,93.0,100.0,150.0,9.26,12.964,100.0,1.058,0.0,11.179,92.492,0.712,1.405,103.0,0.0,0.0,1014.689
-0.935717,25,11.111,96.0,100.0,150.0,9.26,14.816,100.0,1.058,0.0,10.962,95.542,0.164,0.458,106.0,0.0,1.32,1014.913
-0.935717,26,11.111,96.0,100.0,150.0,9.26,14.816,100.0,1.058,0.0,10.889,97.0,0.121,0.367,110.0,0.0,0.336,1014.762
-0.935717,27,11.667,96.0,100.0,160.0,11.112,16.668,100.0,1.058,0.0,10.957,97.712,0.036,0.153,96.0,0.0,0.0,1013.881
-0.935717,28,12.222,96.0,100.0,170.0,11.112,18.52,100.0,1.058,0.0,11.096,98.0,0.055,0.092,58.0,0.0,1.249,1013.046
-0.935717,29,12.778,96.0,100.0,180.0,12.964,20.372,100.0,1.27,0.0,11.477,98.0,0.206,0.489,76.0,0.0,1.78,1011.964
-0.935717,30,13.333,96.0,100.0,180.0,14.816,22.224,100.0,1.27,0.0,12.899,98.492,0.566,0.947,130.0,0.0,0.0,1011.095
-0.935717,31,13.333,100.0,100.0,180.0,16.668,24.076,100.0,1.27,0.0,13.583,98.542,0.189,0.367,78.0,0.0,0.202,1010.597
-0.935717,32,13.889,96.0,100.0,180.0,16.668,25.928,100.0,1.27,0.0,14.128,99.0,1.415,2.089,143.0,0.0,0.0,1010.609
-0.935717,33,13.889,96.0,100.0,180.0,16.668,27.78,100.0,1.27,0.0,14.517,98.593,0.712,1.442,126.0,0.0,0.0,1009.134
-0.935717,34,14.444,96.0,100.0,180.0,16.668,27.78,100.0,1.27,0.0,14.34,98.0,0.232,0.458,105.0,0.0,0.306,1008.17
-0.935717,35,14.444,100.0,100.0,180.0,18.52,27.78,100.0,1.693,0.0,14.989,98.0,1.536,2.522,116.0,0.0,0.0,1007.543
-0.935717,36,15.0,100.0,100.0,180.0,18.52,29.632,100.0,1.693,0.0,16.019,97.136,3.386,4.994,165.0,0.0,0.202,1006.999
-0.935717,37,16.111,97.0,100.0,180.0,20.372,31.484,100.0,1.693,0.0,16.253,96.864,2.274,3.652,152.0,0.0,0.142,1006.231
-0.935717,38,16.111,97.0,100.0,180.0,22.224,33.336,100.0,1.693,0.0,16.668,96.475,3.96,6.006,171.0,0.0,0.722,1005.726
-0.935717,39,16.111,97.0,100.0,180.0,22.224,35.188,100.0,1.693,0.0,16.803,95.814,3.917,5.538,173.0,0.0,1.921,1004.799
-0.935717,40,16.111,97.0,100.0,180.0,22.224,37.04,100.0,1.693,0.0,16.428,96.644,1.933,3.023,152.0,0.0,2.581,1003.232
-0.935717,41,16.111,97.0,100.0,180.0,22.224,38.892,100.0,4.064,0.0,16.722,97.169,3.343,5.116,156.0,0.0,2.49,1001.547
-0.935717,42,16.111,97.0,100.0,190.0,22.224,40.744,100.0,4.064,0.0,16.617,96.932,4.546,7.043,173.0,0.0,2.246,999.817
-0.935717,43,15.556,100.0,100.0,190.0,22.224,40.744,100.0,4.064,0.0,16.316,95.898,5.179,7.579,173.0,0.0,0.883,998.711
-0.935717,44,15.0,96.0,100.0,210.0,20.372,40.744,91.0,4.064,0.0,15.943,96.0,3.85,5.659,161.0,0.0,0.875,997.695
-0.935717,45,13.889,93.0,100.0,230.0,18.52,42.596,91.0,4.064,0.0,15.288,96.0,3.105,4.658,158.0,0.0,1.261,996.749
-0.935717,46,11.667,93.0,100.0,250.0,24.076,42.596,91.0,4.064,0.0,11.678,93.542,6.365,9.349,265.0,0.0,5.722,998.743
-0.935717,47,10.0,89.0,100.0,280.0,27.78,44.448,83.0,0.381,0.0,9.829,94.576,5.045,7.238,267.0,0.0,3.09,1000.059
-0.936472,0,7.222,93.0,72.0,240.0,5.556,11.112,4.0,0.0,0.0,4.976,97.0,0.0,0.0,169.0,0.0,0.0,1015.273
-0.936472,1,7.778,93.0,80.0,230.0,5.556,9.26,4.0,0.0,0.0,4.483,97.0,0.0,0.0,169.0,0.0,0.0,1015.385
-0.936472,2,7.778,96.0,80.0,210.0,5.556,9.26,4.0,0.0,0.0,4.18,97.0,0.006,0.031,118.0,0.0,0.0,1015.801
-0.936472,3,7.222,100.0,82.0,220.0,3.704,9.26,6.0,0.0,0.0,4.04,97.0,0.0,0.0,100.0,0.0,0.0,1016.017
-0.936472,4,7.222,96.0,84.0,210.0,3.704,7.408,6.0,0.0,0.0,4.886,97.39,0.0,0.0,98.0,0.0,0.0,1016.296
-0.936472,5,7.222,96.0,82.0,350.0,3.704,5.556,6.0,0.0,0.0,5.49,97.966,0.012,0.061,95.0,0.0,0.0,1016.556
-0.936472,6,7.222,96.0,83.0,80.0,3.704,5.556,8.0,0.0,0.0,6.35,98.0,0.0,0.0,87.0,0.0,0.0,1016.194
-0.936472,7,7.222,96.0,80.0,90.0,1.852,5.556,10.0,0.0,0.0,6.547,98.0,0.006,0.031,87.0,0.0,0.0,1016.355
-0.936472,8,7.222,96.0,80.0,100.0,3.704,7.408,11.0,0.0,0.0,6.858,98.0,0.025,0.061,60.0,0.0,0.0,1017.023
-0.936472,9,7.778,96.0,86.0,100.0,5.556,9.26,11.0,0.0,0.0,6.889,98.0,0.006,0.031,47.0,0.0,0.275,1017.603
-0.936472,10,7.778,96.0,89.0,100.0,5.556,11.112,11.0,0.0,0.0,7.011,98.0,0.012,0.061,67.0,0.0,0.031,1018.26
-0.936472,11,8.889,93.0,89.0,110.0,5.556,11.112,11.0,0.0,0.0,7.525,98.0,0.036,0.092,69.0,0.0,0.0,1018.747
-0.936472,12,10.0,89.0,81.0,120.0,7.408,12.964,17.0,0.0,0.0,8.454,98.0,0.298,0.519,98.0,0.186,0.0,1018.869
-0.936472,13,10.556,86.0,80.0,130.0,7.408,12.964,24.0,0.0,0.0,9.464,97.983,0.298,0.58,64.0,0.339,0.0,1018.176
-0.936472,14,11.667,83.0,75.0,130.0,9.26,14.816,30.0,0.085,0.0,9.679,96.407,0.176,0.55,62.0,0.017,0.0,1017.385
-0.936472,15,12.222,80.0,75.0,130.0,9.26,14.816,35.0,0.085,0.0,10.222,94.831,0.28,0.733,69.0,0.0,0.0,1016.742
-0.936472,16,12.222,80.0,79.0,130.0,9.26,14.816,40.0,0.085,0.0,10.894,92.508,0.401,0.825,54.0,0.0,0.0,1016.314
-0.936472,17,12.222,83.0,86.0,130.0,7.408,14.816,45.0,0.085,0.0,11.379,91.237,0.103,0.275,23.0,0.0,0.0,1015.859
-0.936472,18,11.667,86.0,90.0,130.0,7.408,14.816,54.0,0.085,0.0,11.266,91.644,0.17,0.397,38.0,0.0,0.0,1015.423
-0.936472,19,11.667,89.0,91.0,130.0,9.26,16.668,74.0,0.085,0.0,10.94,91.729,0.316,0.764,62.0,0.0,0.0,1015.474
-0.936472,20,10.556,96.0,100.0,140.0,9.26,12.964,100.0,1.058,0.0,11.5,89.169,1.414,2.554,121.0,0.0,0.0,1015.082
-0.936472,21,11.111,93.0,100.0,150.0,9.26,12.964,100.0,1.058,0.0,11.179,92.492,0.712,1.405,103.0,0.0,0.0,1014.689
-0.936472,22,11.111,96.0,100.0,150.0,9.26,14.816,100.0,1.058,0.0,10.962,95.542,0.164,0.458,106.0,0.0,1.32,1014.913
-0.936472,23,11.111,96.0,100.0,150.0,9.26,14.816,100.0,1.058,0.0,10.889,97.0,0.121,0.367,110.0,0.0,0.336,1014.762
-0.936472,24,11.667,96.0,100.0,160.0,11.112,16.668,100.0,1.058,0.0,10.957,97.712,0.036,0.153,96.0,0.0,0.0,1013.881
-0.936472,25,12.222,96.0,100.0,170.0,11.112,18.52,100.0,1.058,0.0,11.096,98.0,0.055,0.092,58.0,0.0,1.249,1013.046
-0.936472,26,12.778,96.0,100.0,180.0,12.964,20.372,100.0,1.27,0.0,11.477,98.0,0.206,0.489,76.0,0.0,1.78,1011.964
-0.936472,27,13.333,96.0,100.0,180.0,14.816,22.224,100.0,1.27,0.0,12.899,98.492,0.566,0.947,130.0,0.0,0.0,1011.095
-0.936472,28,13.333,100.0,100.0,180.0,16.668,24.076,100.0,1.27,0.0,13.583,98.542,0.189,0.367,78.0,0.0,0.202,1010.597
-0.936472,29,13.889,96.0,100.0,180.0,16.668,25.928,100.0,1.27,0.0,14.128,99.0,1.415,2.089,143.0,0.0,0.0,1010.609
-0.936472,30,13.889,96.0,100.0,180.0,16.668,27.78,100.0,1.27,0.0,14.517,98.593,0.712,1.442,126.0,0.0,0.0,1009.134
-0.936472,31,14.444,96.0,100.0,180.0,16.668,27.78,100.0,1.27,0.0,14.34,98.0,0.232,0.458,105.0,0.0,0.306,1008.17
-0.936472,32,14.444,100.0,100.0,180.0,18.52,27.78,100.0,1.693,0.0,14.989,98.0,1.536,2.522,116.0,0.0,0.0,1007.543
